Genre,Description,original_index,unique_index
"Comedy,Musical,Romance","In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.",6187,6139
"Comedy,Musical,Romance","C.K. Dexter-Haven, a successful popular jazz musician, lives in a mansion near his ex-wife's Tracy Lord's family estate. She is on the verge of marrying a man blander and safer than Dex, ...",6188,6140
"Drama,Musical,Romance","Discovery by Flo Ziegfeld changes a girl's life but not necessarily for the better, as three beautiful women find out when they join the spectacle on Broadway: Susan, the singer who must ...",6189,6141
Horror,"Chucky's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy.",6190,6142
"Horror,Mystery,Thriller","A remake of the 1976 horror classic The Omen (1976), an American official realizes that his young son may literally be the devil incarnate.",6191,6143
Comedy,"Seven years ago, a bunch of friends make a bet that'll give the last remaining bachelor a ton of money. Now, after losing a ton of money at a Vegas Casino, Michael Delaney has to quickly ...",6192,6144
Comedy,"An American Pie-like teen comedy in which a high school senior tries to become the first student in years to complete the Dirty Deeds, an outrageous series of challenges that must be ...",6193,6145
"Science Fiction & Fantasy,Comedy","Jessica Spencer, a somewhat mean-spirited teen, is convinced that she has the perfect life. She's the hottest, most popular girl in high school, captain of the cheerleading squad and dating the dreamy quarterback. But she gets a big dose of reality when--due to a spell--she wakes up in the body of a thirty-year-old man. She quickly discovers that trading on your looks isn't so easy when you're a girl who constantly needs a shave. Moreover, until she can figure out how to change herself back,,Jessica must find a way to win the 'Cheer Competition,' go to the prom, and get her boyfriend back--all while she's still a guy. In the process, she learns how shallow her life has been.",6194,6146
Comedy,A sendup of all the teen movies that have accumulated in the past two decades.,6195,6147
"Comedy,Fantasy,Horror","A dark comedy about an office worker and his first day on the job. After a day of unusual occurrences, Gregg (with two G's) is accidentally locked in the office overnight.",6196,6148
Comedy,The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,6197,6149
Drama,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",6198,6150
Thriller,An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the worlds headlines.,6199,6151
"Family,Animation,Comedy",Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,6200,6152
"Drama,Music,Romance",It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenge yet - succeeding as a dancer on the Broadway stage.,6201,6153
"Drama,Music,Musical",A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.,6202,6154
"Drama,Romance,Western",Bud is a young man from the country who learns about life and love in a Houston bar.,6203,6155
Horror,The now adult Antichrist plots to eliminate his future divine opponent while a cabal of monks plot to stop him.,6204,6156
Horror,"Damien the Antichrist, now thirteen years old, finally learns of his destiny under the guidance of an unholy disciple of Satan. Meanwhile dark forces begin to eliminate all those who suspect the child's true identity.",6205,6157
"Comedy,Horror",Cops try to track down the infamous 'Lawnmower Killer.',6206,6158
Horror,"Ten stories are woven together by their shared theme of Halloween night in an American suburb, where ghouls, imps, aliens and axe murderers appear for one night only to terrorize unsuspecting residents.",6207,6159
"Horror,Thriller","A young married couple becomes stranded at an isolated motel and finds hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film",6208,6160
Horror,Danny and his friends go to Hobs Springs.,6209,6161
Horror,"A group of college students gets lost in a storm during their snowmobiling trip, and takes shelter in an abandoned sanatorium, which is the home of deformed cannibals.",6210,6162
"Drama,Horror,Thriller","Anna suffers from agoraphobia so crippling that when a trio of criminals break into her house, she cannot bring herself to flee. But what the intruders don't realize is that agoraphobia is not her only psychosis.",6211,6163
Horror,American Tourists travel to Panama and have a very terrifying experience.,6212,6164
Horror,"In the fall of 1976, a small psychology lab in Pennsylvania became the unwitting home to the only government-confirmed case of possession. The U.S. military assumed control of the lab under...",6213,6165
"Biography,Drama,Fantasy",A documentary exploring genre based monster art takes an odd turn when the filmmakers are contacted by a man who claims he can prove that monsters are indeed real.,6214,6166
Horror,"Sam is a pretty college sophomore, so desperate to earn some cash for a deposit on an apartment that she accepts a babysitting job even after she finds out there is no baby. Mr. and Mrs. Ulman are the older couple who lure Sam out to their creeky Victorian mansion deep in the woods, just in time for a total lunar eclipse. Megan is Sam's best friend, who gives her a ride out to the house, and reluctantly leaves her there despite suspecting that something is amiss. Victor at first seems like just,a creepy guy lurking around the house, but quickly makes it clear that Sam will end this night in a bloody fight for her life.",6215,6167
"Horror,Thriller","Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.",6216,6168
Horror,"ABC's OF DEATH 2 is the follow-up to the most ambitious anthology film ever conceived with productions spanning from Nigeria to UK to Brazil and everywhere in between. It features segments directed by over two dozen of the world's leading talents in contemporary genre film. The film is comprised of twenty-six individual chapters, each helmed by a different director assigned a letter of the alphabet. The directors were then given free rein in choosing a word to create a story involving death.,Provocative, shocking, funny and at times confrontational, ABC's OF DEATH 2 is another global celebration of next generation genre filmmaking. (C) Magnet Releasing",6217,6169
"Horror,Thriller","When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.",6218,6170
"Mystery,Thriller","Five years after George Radcliffe was the chief witness in a high profile murder case, his wife receives a blackmailing letter accusing him of the crime.",6219,6171
Horror,A group of friends stop to pick up a hitchhiking woman only to end up getting drugged by her with a gas. They awaken to find that vials have been implanted in the base of their skulls - ...,6220,6172
"Comedy,Horror,Thriller","Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.",6221,6173
